发布时间,微博id,微博正文,原始图片url,微博视频url,发布工具,点赞数,转发数,评论数
2/4/20 18:32,IsF8yzZyJ,【要战胜疫情，中国现在需要敢于担当的人】#眉山论剑# 已经退休在家的陈平老师，再度通过以前北大复旦的渠道，向国家献言献策！针对疫情和由疫情带来的诸多问题，陈平老师做了一系列的思考，这些思考不仅会提交给有关部门参考，也会做成视频分享出来让同学们一同讨论！在这一期当中，陈平老师着重强调了“人民战争”理念的重要性，我们一定要重新处理好几个关系，其中中央和地方的关系尤为重要。如果集权程度太高，地方没有积极性，就无法发挥力量；而放任太多，又会形成地方保护主义，各自为政。如何结合好中央和地方，结合好国家力量和民间力量，这一次危机都给了我们一次检验和调整自己的机会。观视频工作室的秒拍视频                                 ,无,无,专业版微博,2826,1007,286
2/3/20 23:07,IsxvSBnNT,【科技袁人】如果疫情无法遏制，最坏的情况会是什么？#哔哩哔哩动画# 【科技袁人】如果疫情无法遏制，最坏的情况会是什么？  ,无,无,哔哩哔哩,141,53,31
2/3/20 20:14,IswntgPYz,【为什么那些号称高收益的P2P，注定是场骗局？】#一勺思想# 上一期范从来老师提出了一个观点，就是中国之所以在“金融过热”时要“开放金融”，正是因为现在的“金融过热”当中充满了不成熟的产品，甚至有许多骗局。那其中最广为人知的，就是互联网催生出的P2P了。这几年来，几乎每隔一段时间，我们就能从新闻上看到P2P出事的消息。有些P2P号称自己收益超过15%，但整个中国实体行业的平均收益都只有在2-3%左右，金融本身是为实体服务的，15%难道真能变出来？所以一些夸大收益率的P2P项目注定是骗局。而之所以P2P能够在这几年大行其道，除了它们拿出的诱人收益率，还和互联网大发展有很大关系，普通老百姓的认识不足，官方的监管还没跟上，就给了这些P2P项目很大的生存空间。所以，想要真正防住层出不穷的P2P骗局，最终是要培育出成熟可控的金融产品，让P2P这种伪金融产品彻底退出历史舞台。观视频工作室的秒拍视频                                 ,无,无,专业版微博,162,58,32
2/3/20 12:19,IstgvqNFo,姆们在京沪都有据点，与@第一财经商业数据中心 相约戴口罩云牵手，发起#在家办公为国加油#的公益倡导。#听钟院士的话乖乖在家#  原图 ,http://wx2.sinaimg.cn/large/006C8qP7gy1gbj3cyl37oj30u01hc7wh.jpg,无,专业版微博,49,2,6
2/2/20 21:10,IsnjE6NHB,【为什么总是红十字会？】#马前卒施工队# #睡前消息# 这两天，大家都很关心疫情的事。尤其是疫情暴露出了社会管理的一些问题，让许多同学感到愤怒且焦虑，基本每条视频下面都能看到想让督工讲讲这些事的。而这两天里大家都在问的，当然就是武汉红十字会的事了。但是，今天督工讲得内容，可能和有些同学期望的不一样，许多希望督工狠狠批判一顿、“揭露真相”的同学，或许还会责怪督工“避重就轻”甚至“洗地”了。然而，督工的风格从来就是这样。慈善机构的问题，之前的节目里督工就详细叙述过他眼中的重点了；又比如前几天的双黄连风波，和几个月前督工谈过的“阿尔兹海默症特效药”案例有很多相似处，甚至本身就都和上药所有关；而关于武汉各个部门表现出来的问题，在这半年的节目里提到过的那些地方政府身上，影子几乎也随处可见。所以，问题从来不是突然出现的。平时有些同学看我们节目，很多事情看了就忘了，甚至还认为督工带节奏；而到了这焦虑弥漫的时候，又对看到的问题咬牙切齿，对一切都失去信任。这不科学，也不能真正解决问题。在风平浪静时，睡前消息给大家带来一些警醒；但在面对真正的风暴时，我们想给大家带来一些冷静。问题肯定存在，甚至很大，但前路也没有那么黑暗，愿同学们始终保持身体健康，头脑清醒，我们继续前进。观视频工作室的秒拍视频                                 ,无,无,专业版微博,2043,569,532
2/2/20 18:32,Ismhy2bAB,【西方将主宰多久（下）——我们仍需要警惕“天启骑士”威胁】#从书说起# 本期节目余亮老师继续解读《西方将主宰多久》这本书。作者莫里斯在书中，提出了比起东西方竞争，我们更要关注“天启四骑士”的到来，如果人类的技术发展水平无法继续突破，那么战争、饥荒还有疾病很快仍旧会对我们构成巨大威胁。这个观点恰好在这个时间点具有现实意义。整个2019年的中美较量没有让我们乱了方寸，但一场疫情却暴露了无数问题。不仅仅是医疗技术，正如陈平老师和督工都说过的，中国当下的社会管理水平也落后于人民的需要，而比起病毒本身，这可能是更为致命的问题！观视频工作室的秒拍视频                                 ,无,无,专业版微博,493,100,68
2/2/20 14:52,IskQtxnZ5,由于施工队所在的办公楼也进入隔离消毒，导致督工没办法回去录制，而设备器材都在楼里……所以今天这期督工变成了督督——没错，他和静静一样成了纸片人，只能录制声音了，请同学们谅解了。很多同学可能会担心蛋卷被留在楼里？其实高流同学为了照顾蛋卷留在在办公楼里没回家（果然蛋卷才是真领导），而且这几天又安静天气又好，据说蛋卷过得十分舒心，胃口比平时更好了……                  原图                             ,http://wx1.sinaimg.cn/large/006C8qP7gy1gbi27jvo6tj31400u0npd.jpg,无,专业版微博,373,13,47
2/1/20 22:01,IsedQ0skF,【世卫组织一开口，就有些人唯恐中国不乱？】#非同凡想# 世界卫生组织宣布武汉疫情为突发公共卫生事件，一时间流言四起，有些言论把中国防疫情况描述得极为危险，有些言论称中国经济要倒退20年，熟悉的“中国崩溃论”又出现了。那么实际上，真实的进展究竟如何，对中国经济究竟会造成怎样的影响呢？观视频工作室的秒拍视频                                 ,无,无,专业版微博,1216,100,218
2/1/20 18:54,IscZWySyf,【道理我都懂，我就想问翟币债券什么时候发售？】#一勺思想# #月底捞# 上次月底捞的时候没来得及做翟东升老师的回顾，鉴于同学们这么喜欢翟老师，小勺子还是再次帮大家捞一捞。这个老师讲话又好听，懂的经济问题又多，还时不时造出新梗，他的视频我超喜欢的！什么？现在给翟老师投币就能获得价值10万翟币的礼物一份？这个1月份，对全中国人民来说都是艰难的时刻，许多同学这几天在家里过得也很揪心，小勺子也一样，所以希望这个视频能给大家带来一点轻松时刻。2020年的一勺思想，我们也一定会多关注医疗、社会治理方面的话题，去年李玲老师探讨过的医疗制度问题至今让很多同学记忆深刻，希望更多老师的真知灼见，能帮助我们改善这段时间的一连串问题！观视频工作室的秒拍视频                                 ,无,无,专业版微博,371,81,64
1/31/20 22:16,Is4TxzcgL,【为什么说为了防疫反应过度，也会“杀死”国人？】#睡前消息# #马前卒施工队# 由于最近几天同学们都非常关注抗击冠状病毒的状况，所以本来准备春节期间更新的“国民变迁史”今天先暂停一下，督工赶回工作室插播一期时事内容，主要就是督工讲讲他对疫情带来的一些其它问题的看法！其实关于疫情的大部分相关信息，这几天闭门不出刷新闻的同学们大都了解得非常清楚了，所以督工主要从另一个角度出发，提醒我们防疫固然要重视，但也不能太过度。尤其是有些地方政府，为了追求防疫积极表现，出现各种“迷之操作”，比如将大量与防疫工作无关的公务人员提前召回，比如只有两人确诊情况下就切断交通等等。中国人民的健康与国家的财政投入也离不开关系，能动员全国抗击病毒，也是国家财政能力的体现。如果完全不考虑经济问题，只为了不担责任而无限上纲上线，最终仍旧是老百姓买单。所以，瞒报维稳我们当然要处理，但反应过度也必须警惕，防疫必须是一个量化管理的精细化操作。观视频工作室的秒拍视频                                 ,无,无,专业版微博,3954,1433,753
1/31/20 18:29,Is3pADve9,【金灿荣问答：对台湾，该摊牌了】#观视频答案年终秀# #金灿荣# 金灿荣老师年终秀上的问答终于来啦！这30分钟基本都是满满的干货，看下这几个关键词就明白了：特朗普、中美博弈、台湾问题……当然，金政委的回答从不让我们失望。尤其在谈到台湾的时候，政委直接表示，他认为中国大陆应该早点对台湾摊牌了，有一个清楚的行动时间表，不能再继续“韬光养晦”。政委认为，当我们有这个实力的时候，把自己的目标说清楚，反而能让台湾美国一些人放弃幻想，敢于迎战才往往能避免战争。本场问题一览：问题1：特朗普2020年能否连任？问题2：能否吸引真正的外国人才，去其糟粕？问题3：一个霸权渐退的世界给了中国什么机会？问题4：美国盟友未来有多大机会站到中国这边来？问题5：台湾和平统一现在最大的障碍是什么？问题6：美国究竟是否在衰落？观视频工作室的秒拍视频                                 ,无,无,微博 weibo.com,6375,2811,862
1/30/20 18:38,IrU2n8gjo,【陈平老师提醒：抗击病毒，更要警惕有人趁此做空中国经济！】#眉山论剑# #陈平# 陈平老师一直关心着新型冠状病毒疫情发展情况，并且从他专业角度，做出了两个方面的提醒！第一个方面是长远战略方面，就是陈平老师认为，在美国主导下全球都在加快城镇化脚步，采取大型集约化生产的模式，这种方式虽然高效，但却也对生物多样性产生了威胁，降低我们对自然界病毒抵抗能力，超大城市的密集互联又增加了交叉感染病毒几率。中国在未来发展道路上，这个问题也必须早做考虑；第二个方面则是近在眼前的，这一次全中国人民全心全力一起抗击病毒，延长了假期，停止了外出，必然会对经济活动造成比较大影响，此时我们的经济相关从业人员则需要更加警醒，提防有外国金融势力趁机做空中国，陈老师一直在提醒我们做好金融战的准备，而这次疫情对中国经济的影响，则会进一步放大一些西方势力冒进攻击中国经济的可能性；最后，陈老师也用一句毛主席说过的话与大家共勉：“从最坏处着眼，向最好处努力。”我们只要团结一心，敢于直面问题，有决心解决问题，必定可以战胜内外一切敌人。观视频工作室的秒拍视频                                 ,无,无,微博 weibo.com,3148,784,461
1/29/20 20:24,IrLj4yocj,【有人说中国爆发金融危机概率高达66%，怎么算的？】#一勺思想# 国际清算银行根据之前美国次贷危机爆发的经验，得出了一个叫“新金融周期理论”，它的基本理论是，经济形势越好，会让金融越容易过热，而这时候如果经济形势变差，金融则会迅速撤退，这种行为就会加速经济环境恶化，从而导致金融危机。以这个理论，国际清算银行根据指标算出，中国在三年之内出现金融危机的概率高达66.67%。范老师认为，这个判断不能说完全没有理论基础，但是要看到，中国政府早在2016年就开始提出供给侧结构性改革，实行稳定货币政策，通过双管齐下预防金融危机风险。包括淘汰大量P2P借贷、接管一些地方银行，这一系列动作都是精准的“拆弹”，就是为了降低系统性金融风险。所以现阶段我们看到不断出现的金融“爆雷”，本身就是国家主动出手的结果。观视频工作室的秒拍视频                                 ,无,无,专业版微博,321,95,49
1/28/20 21:22,IrCghdfHZ,【当年的收音机和电视机，对一个中国家庭有多重要？】#马前卒施工队# #睡前消息# 今天继续“国民变迁史”系列的科（ga）普（yan）！上一期聊了吃，这一期聊聊住的事。新中国建立以后，中国人民逐渐享受到了工业化对生活带来的改变，而这其中，收音机和电视机作为中国普通老百姓接受信息的新媒介，占据到了至关重要的地位。其中离大家生活比较近的电视机，更是一度作为中国家庭“老三样”中为首的核心家庭组件，一度“大彩电”成了一个家庭生活过得滋润的重要标志。那么，收音机和电视机是如何从崛起到衰落，今晚就来听听讲讲这段故事吧！观视频工作室的秒拍视频                                 ,无,无,专业版微博,251,63,37
1/28/20 19:14,IrBqfAqmu,【教育医疗养老，如何化解中国新的“三座大山”？】#眉山论剑# #陈平# 在当下的中国，有人说“教育、医疗、养老”这三个问题，已经成为这代中国人头上的“新三座大山”。这其实说明了，中国这些年虽然经济发展很快，但各种发展带来的新问题也越来越显著……陈平老师表示，中国现在是科技要追上美国，社会福利也要不断提高，还有金融等等很多领域需要追赶，这本就已经是很困难的事。而现在主要的方式，也是“摸着西方过河”，学习欧美的经验。但是，今天的欧美自己都在社会福利等方面出现问题，中国光靠西方经验真的能解决好这些问题吗？所以陈平老师认为，想要解决中国人民头上新的“三座大山”问题，就要靠我们这一代人的智慧，去探索新的道路！如何探索？陈平老师分享了他的基本经验：走出去！陈平老师亲身观察过美国一些小地方的发展模式，也与瑞典经济学家探讨过欧洲高福利体系，从跑去非洲的中国企业家得到启发……这一切正如陈平老师的座右铭，“翻万卷书，游千里路，会百家才”，危机和问题光靠坐在家里是不会自动解决的，主动出击，我们对中国人解决问题的智慧有信心！观视频工作室的秒拍视频                                 ,无,无,专业版微博,1472,364,171
1/28/20 12:34,IryO15GyX,中国的外交工作人员遍布全世界，到了春节他们又如何过年？观视频工作室与外交部官方账号@外交小灵通 合作，给大家带来来自全世界各地的春节祝福啦！ 观视频工作室的微博视频  ,无,"http://f.video.weibocdn.com/002N9RWElx07AvrTo21O01041202zXrB0E010.mp4?label=mp4_hd&template=480x852.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&Expires=1597624816&ssig=%2BApl1%2Bh1US&KID=unistore,video",专业版微博,155,13,10
1/27/20 17:30,IrrjrnvR6,【为什么中国现在实体经济衰落，反而要开放金融？】#一勺思想# 在谈到中国宏观经济问题的时候，估计有很多同学会有一个疑问：近些年来中国实体经济持续萎靡，为什么现在政府反而要加速金融开放呢？这难道不会造成更严重的“避实向虚”吗？今天，南京大学长三角研究中心主任范从来老师，为我们提供了他的分析。范老师认为，中国现阶段面临的所谓“金融旺”的现象，本质上反而是中国金融发展得不成熟的体现。随着中国人民改开后积累了大量财富，在做投资的时候，却没有相应可靠的金融产品。这就导致了大量投资流入房地产，将房产金融化；甚至流入一些民间P2P等拍骗局当中。所以，只有发展出健康成熟的金融环境，才能理顺财富的流动，真正为实体经济起到造血作用。观视频工作室的秒拍视频                                 ,无,无,专业版微博,740,145,142
1/26/20 20:33,Irj58cQ4J,【“小米加步枪”里的小米，如何帮助共产党解放中国？】#马前卒施工队# #睡前消息# 很多人都听过，当年共产党是依靠“小米加步枪”解放了中国。其中“步枪”比较容易理解，体现了共产党作战条件艰苦和作战意志、能力的强大；那么“小米”又为何对当年的共产党这么重要呢？各种粮食品种这么多，小米在中国传统口粮里也不算特别突出，为何偏偏是它帮助共产党解放了中国？今天，睡前消息的春节特别版“国民变迁史”上线，第一期里面，督工就先从一个关于吃的故事，用唯物史观，为我们回顾那段值得被铭记的岁月往事！观视频工作室的秒拍视频                                 ,无,无,专业版微博,519,126,106
1/26/20 18:56,IrirZirnd,【西方将主宰多久（中）——宋朝当年差点发生工业革命？】#从书说起# 大年初二，余亮老师继续为我们聊莫里斯的这本《西方将主宰多久》。在历史上，东西方的文明，分别经历着怎样的起起落落？莫里斯发现，在崛起过程中，差不多同一时代出现的罗马和秦汉这东西两边的帝国都有很多相似的地方。比如他们都是高度组织的帝国，有很强的恢复能力，所以不怕打败仗，最终形成军事上的绝对优势，对敌人形成“降维打击”。然而，同样长年经受外来民族进攻的压力，罗马瓦解了，而汉朝击退了匈奴，这使得之后的东西方文明又走向了不同的道路。在历史上，其实许多王朝帝国都有过自己的历史机遇，比如莫里斯就认为，宋朝当时的经济和技术条件已经形成了工业革命的基本“触发条件”，然而由于辽金蒙古的北方压力，使得这些条件终究化成了泡影……正如同阿拉伯地区的穆斯林文明曾比欧洲更发达一样，历史始终是动态发展的，受到很多因素变化的影响，如果只用一个“今天西方发达”的结论去反推过去，得出西方文明根子上是多么“优越”，那就会影响我们理解真正的历史。观视频工作室的秒拍视频                                 ,无,无,专业版微博,193,82,32
1/26/20 18:13,IriakblqZ,静静温馨提醒大家：今年春节期间，同学们要记得出门一定戴好口罩，平时多洗手，多喝热水。如果不是有很重要的事，那就尽量减少外出，呆在家里多看几遍睡前消息吧。然而，这次特别版节目没有我，甚至也没有蛋卷，我们都放假了，你们就跟督工凑合着过这个春节吧！  原图 ,http://wx1.sinaimg.cn/large/006C8qP7gy1gba4ntmtpzj30rg0qvjuy.jpg,无,专业版微博,386,6,70
1/26/20 13:34,IrglfFtLP,大年初二，同学们基本都取消外出串门了吧？那就在家里一边关注疫情进展，一边继续来小勺子这学习吧！没错，春节里面我们大部分节目仍会正常更新，这就是说今晚既会有从书说起，也会有睡前消息！而且就像之前预告过的那样，春节期间督工给大家变出了点新花样，我先放一张截图，你们感受一下画风……                  原图                             ,http://wx1.sinaimg.cn/large/006C8qP7gy1gb9wlwezocj31d80nde81.jpg,无,专业版微博,646,29,91
1/25/20 20:53,Ir9MSx1dH,【特朗普：当年我早说过美国总统会为了选举打伊朗】#非同凡想# 2011年，特朗普曾经在镜头前表示，为了2012年的总统连任，奥巴马可能会发动一场对伊朗的战争……结果，奥巴马最后非但没有对伊朗动手，还在任期最后和伊朗谈得不错。我们都知道，没有人比特朗普更懂预测，于是在自己当上总统、并且面对连任大选的时候，他把自己当年的预测给“实现了”……当然，玩笑归玩笑，实际上特朗普当年的预测也并不离谱。丁老师分析，实际早在奥巴马政府时期就对苏莱曼尼动过心思了，只是再三权衡之后没选择动手，结果等特朗普这个不爱多想的上台……归根结底，美国在中东地区唯一真正关注的只有自身利益，无论是伊拉克伊朗，还是叙利亚，都是美国为了自身的目标可以随意摆动的对象，即使这个目标只是为了自己国内的选举造势而已。观视频工作室的秒拍视频                                 ,无,无,专业版微博,202,42,18
1/25/20 18:31,Ir8RnFDis,【马丁雅克：10年前我写了本书《中国人统治世界》，那时中国人还不喜欢这标题】#一勺思想# 马丁雅克先生谈到了他10年前写下《当中国统治世界》这本书时候的一些感悟。当初这本书在中国出版时，中国方面向马丁雅克表示这个标题中国人不太喜欢，会有很多顾虑。但是10年后的今天，尤其经过2012年之后，中国人也开始渐渐用这种思维思考问题了……观视频工作室的秒拍视频                                 ,无,无,专业版微博,643,129,68
1/24/20 22:23,Ir0X19ZHK,大年夜的虹桥机场，上海多家医院的医护人员在几小时内集结完毕，出发驰援武汉！被一声声点名敲出泪水，若有战，召必回💪 via东方卫视看看新闻的朋友们！ 观视频工作室的微博视频  ,无,"http://f.video.weibocdn.com/003XgC9qgx07ApIKVm8f010412003cE00E010.mp4?label=mp4_hd&template=640x368.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1597624842&ssig=ZxFPsgBa6A&KID=unistore,video",iPhone客户端,25388,2799,1160
1/24/20 21:45,Ir0Hyw8D9,张维为老师在达沃斯给大家拜年啦！这一次论坛特朗普去了，任正非也去了，于是还有记者问任正非两个人会不会见面，任正非说他们俩恐怕“谈不拢”！这个新春由于武汉肺炎的事所以过得有些沉闷，希望疫情能尽快被克服，天佑武汉，天佑中华！观视频工作室的秒拍视频  ,无,"http://miaopai.video.weibocdn.com/003JgTQMlx07ApGa3mje01041200hNS80E013.mp4?label=mp4_hd&template=480x844.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1597624844&ssig=GxXniLYHOO&KID=unistore,video",专业版微博,897,63,87
1/24/20 18:17,IqZkRELaK,【除夕夜，督工还有几件事想和大家聊聊！】#睡前消息# #马前卒施工队# 睡前消息节目遇到的第一个除夕夜，也正好是第70期！督工在这期视频里说了很多话，感谢和祝福小勺子也不再重复啦。在此小勺子想感谢一下所有施工队坚持工作到最后一刻的工友们，回了老家还拍素材发来的督工，有些同学已经听出来的隔空录制的静静（侧面证明静静不是督工假扮的），为了春节爆肝插图的左手王同学，还有其他各位负责搜集资料、后期的工友们，大家都是棒棒的。当然，我们相信这样的坚持是有意义的。像这期最后关于武汉的事，施工队内部也是斟酌了很久，并且充分了解一些信息后，还是决定在除夕夜把这事追加进来说一说。面对疫情的决心要有，吸取教训的意识也不能缺，睡前消息一直强调要面对问题要害，所以更要在新一年开始前说清楚它。最后聊聊小勺子作为这个节目一份子这第一年的一些感想吧。睡前消息这个节目一开播就获得了很多同学的关注，由于话题也比较贴近生活，所以引发的讨论往往也很热烈。当然，小勺子也看到过各种吐槽，而且还经常在私信评论里被来找督工对线的同学误伤！其中有说督工总是带节奏的，有指出各种节目观点问题的，有对蛋卷不满要求不要猫的，还有对督工不满不要人的……有的是合理的批评，有的是很好的建议，当然也少不了一些谩骂，但不管是正面还是负面的反馈，能引起这么多同学对我们社会、我们生活里一些事件的关注，其实这已经达到我们制作这个节目最重要的初衷了。所以，就像督工自己在年终秀茶话会上说过的，赞我们的骂我们的，说得好的我们都爱看，就让鼠年的暴风雨来得更猛烈些吧！小勺子我唯一的要求是，冤有头债有主，这期这个督工把他各个账号都公布了，你们也都知道了，以后想骂他发泄的直接到他那里去，夸的可以留在我这里！观视频工作室的秒拍视频                                 ,无,无,微博 weibo.com,690,429,114
1/24/20 14:14,IqXKplF8z,来自观众@奔跑的张大爷 的手笔！画得真传神，不过蛋卷怎么好像在画里变瘦了，这就是粉丝滤镜吗？最后别忘了，今晚除夕夜还是会有睡前，哦不，饭后消息，今天就早点更新，不打扰大家看春晚或者拜年祭啦  原图 ,http://wx1.sinaimg.cn/large/006C8qP7gy1gb7mhdcydej30u012w0vm.jpg,无,专业版微博,190,8,23
1/24/20 10:06,IqW7Gt307,【新春快乐！陈平老师来给大家拜年啦！】#眉山论剑# #陈平# 又到了陈平老师黄帝纪年拜年的时间了！这次的新型冠状病毒疫情给今年春节蒙上了一层阴影，希望尽快能听到更多好消息！都过到了第4718个年头了，相信没有什么困难是我们跨不过的！一起加油观视频工作室的秒拍视频  ,无,"http://miaopai.video.weibocdn.com/004bqksmlx07AoUd0kQM01041200JPog0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1597624847&ssig=YS0LTsk0LP&KID=unistore,video",专业版微博,725,107,115
1/24/20 1:28,IqSJtcZp7,【科技袁人】关于新型肺炎疫情，我们有些话想对你说#哔哩哔哩#袁老师也一直在关注武汉的疫情啊！听袁老师第一次讲《鼠疫》的故事，那时候还是在俺这儿呢！今天，我们有幸在现实中的中国看到了这样一群如同故事中描绘的医护英雄，是这个紧张焦虑的时刻最让我们宽慰动容的事！也期望袁老师不久之后就能为我们带来一位“医疗行业的朋友”的好消息！ 【科技袁人】关于新型肺炎疫情，我们有些话想对你说                                 ,无,无,哔哩哔哩,149,24,18
1/23/20 20:09,IqQEd7mfW,【英国人脱欧困境的背后，是一场不愿醒来的帝国梦】#一勺思想# 为什么这一场“英国脱欧”困局会这么漫长、纠结甚至痛苦？英国学者马丁雅克直言不讳地表示：因为英国人本质上还不想从日不落帝国梦中完全醒来。英国人内心深处，还认为自己应该在欧洲、在全世界发挥大国作用；但现实是，英国的经济、政治都已经衰落不堪，远当不起这种期望了。这就造成了英国内部在“脱欧”这件事上极为矛盾反复的现实。老佛爷，时代变了，与其纠结这西欧上国的地位浪费时间，不如早点面对现实，和那富裕的洋人通商要紧……观视频工作室的秒拍视频                                 ,无,无,专业版微博,252,90,22
1/22/20 22:07,IqHZrCfxo,【马前卒问答：思考医疗问题，首先要把医生“当人看”】#马前卒施工队# #观视频答案年终秀# 这个视频内容是督工在12月8日的现场演讲结束后进行的观众问答环节，虽然只有三个问题，但包含了区域发展、婚姻和医疗这三个许多同学都特别关心的重大社会议题，尤其是最后一个关于医疗的问题，更是能为最近发生的一系列事件提供一个新角度！本场马前卒回答问题列表：问题1：未来小城市能迎来新的发展机会，还是大城市的集中优势会越来越大？问题2：对中国现在低结婚率、高离婚率、低生育率的局面怎么看？如何才能打破这个趋势？问题3：AI和大数据能否打破现有医疗体系？观视频工作室的秒拍视频                                 ,无,无,专业版微博,387,155,57
1/22/20 18:11,IqGrvoJhX,【今年上春晚的明星，80后还认得出几个？】#也说# 今年春节怎么过？作为80后大军的一员，既感受过上个世纪绿皮车、全家看春晚的气氛，也见识了互联网时代的改变，今天就让老马来分享分享他的春节经历。不过这里得澄清一下，我们真没事先给老马看过那几道题的答案，但他神奇地竟然都还答对了……加上老马爱玩《碧蓝航线》、会跳书记舞的事实，我们现在严重怀疑老马暗地里还研究过不少明星小鲜肉！观视频工作室的秒拍视频                                 ,无,无,专业版微博,125,19,49
1/21/20 21:00,Iqy7EwcLF,【真正奇怪的是，竟然还有500多万台湾人选国民党？】#睡前消息# #马前卒施工队# 台湾省选举之后，很多人关注点都在蔡英文以显著优势获胜连任这一点上，而督工则表示，应该研究的是，为啥国民党都成这个样子了还能拿到550万票？国民党在历史上干过的事，不谈在中国大陆作过的孽，对台湾省人民来说“血债累累”也是毫不过分，最终愿意让渡出选举权力也是因为自己搞政治暗杀，受迫于美方压力。在一般的政治环境里，这样的政党最终是要被清算的，而国民党却还一直过得好好的、后来马英九还当选了八年，这才是不合常理；而当下的国民党，面对两岸关系这种大事首鼠两端，为了点利益内斗起劲，更加谈不上有什么政党核心理念，这样的政党整个就是毫无战斗力的。综合这国民党的前世今生，于是我们的疑问应该是，为什么国民党都成这样了，还能在台湾省拿到550万票，有这么大的基本盘？而在看完督工的分析后，我们会发现，不像我们常识里认为的民进党就多么嚣张强势，本质上台湾两党根本就是一场菜鸡互啄，国民党是羸弱不堪，而民进党甚至也没能力真正收拾如此羸弱不堪的国民党，这背后是整个台湾社会的深层矛盾在起作用。所以这么一来，不仅仅是台湾保守势力需要国民党，甚至某种程度上民进党也需要国民党的存在，毕竟当矛盾解决不了的时候，还可以丢锅给另一边给自己支持者一个交代……所以，蔡英文同志是真正参透了选举民主的精髓啊！观视频工作室的秒拍视频                                 ,无,无,专业版微博,757,265,207
1/21/20 17:12,IqwD2eXIw,【为什么刺杀伊朗高官，说明美国已经变得非常危险】#眉山论剑# 这周的眉山论剑，陈平老师为我们“插播”一期对于时事的观察！前段时间美国刺杀伊朗高官，引起了全世界轩然大波。陈平老师在了解了这次事件背景，并且结合美国当下政治大环境之后，为我们发出了提醒：这是美国政府越发极端化的危险信号！陈平老师一直就没有低估美方动用武力的意愿，但特朗普仅仅为了缓解国内弹劾压力而突然刺杀一个非战争状态国家的高级官员，还是让陈老师都感觉到吃了一惊。由此，陈老师分析，在无法真正改善经济问题、又面临政治内斗的恶劣局面时，特朗普治下的美国已经进入极为自我的状态！而对我们中国而言，这一点尤其值得注意。中美贸易谈判刚告一段落，也有了阶段性成果，但现在绝对不是我们放松的时候。接下去，我们将要面对的会是一个更加容易反复、轻率和危险的美国。观视频工作室的秒拍视频                                 ,无,无,专业版微博,3026,631,354
1/20/20 22:26,Iqpg0zYCi,学习强国APP春节限时特惠《这就是中国》！今日晚上8:30上新的《这就是中国：走向世界的中国力量》200本据说已经秒光，但从学习强国app->我的->强国商城新华书店网上书城，可以用强国券抵折扣购买哦！  [组图共3张] 原图 ,"http://ww3.sinaimg.cn/large/006C8qP7gy1gb3dysawnmj30fq0ri48z.jpg,http://ww2.sinaimg.cn/large/006C8qP7gy1gb3dys6vpwj30iw0vaws3.jpg,http://ww1.sinaimg.cn/large/006C8qP7gy1gb3dysqcp7j30fg0vin8d.jpg",无,专业版微博,128,6,25
1/20/20 20:08,IqomeryaU,【马丁雅克：澳门人尝过苦日子，但香港人还没有】#一勺思想# 英国学者马丁雅克再次做客一勺思想。这一期节目里，马丁雅克谈了他观察香港问题的一些角度。马丁雅克将香港与澳门做出了一些比较，他认为，英国在香港的殖民统治是相对成功的，而葡萄牙对澳门的“加成”在近代已经很少了。这就导致了香港人一直认为自己优渥的环境是理所应当的，所以尤其在回归之后，当他们发现自己已经被大陆地区逐渐追赶上，就更加容易把问题归咎到大陆身上来。而澳门回归时的经济基础就弱多了，期望值也与香港有很大不同……观视频工作室的秒拍视频                                 ,无,无,专业版微博,994,199,106
1/19/20 21:12,IqflBgUH5,【对开车进故宫这事，我们更要关注到点子上】#马前卒施工队# #睡前消息# #故宫# 来了来了，今天话题足够丰富，节目也足够长。你们问到的事，都有；没问到的事，也有。关注度尤其高的，奔驰停故宫这事，督工主要是帮大家理清一个思路。在这件事持续发酵之后，经过丰富的扒料，各式各样的说法都有，情绪大多可以理解，但是有些方向值得商榷。督工认为，最关键的，是要确立规则的透明，故宫解释不清这件事的前因后果，才是持续引起这么大争议的关键所在。越来越多年轻人会积极参与社会治理的讨论中来，互联网的出现也必然会使得信息获取越来越便利。依靠“潜规则”办事，即使是好事，也不会令大家满意，何况还是这样的坏事。说不清道不明，才是对官方公信力杀伤最大的。积极的一面是，这一次从主流媒体到普通网友，都参与进了关于开车进故宫的讨论，让各方充分表达了意见。但是，就像督工这一期提到的，福利彩票的问题他之前早就撰文提过，包括这次的中福在线，其实也早已被媒体人、人大代表举报过。所以，充分的讨论要有，但光是讨论和信息曝光，也还只是解决问题的第一步而已。观视频工作室的秒拍视频                                 ,无,无,专业版微博,2214,473,453
